Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
1.0,1.0,1.0,8378.5,1.0,1.0,136.0,1.0,3.0,3.0,1.0,2.0,152.5,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,7.3999999999999995,0.0,0.0,2.0,0.0,0.0,6.874999999999999,0.0,13.9,-0.3,0.79,Enrolled
1.0,53.0,1.0,9085.0,1.0,1.0,160.0,1.0,1.0,19.0,4.0,6.0,155.7,1.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,10.0,16.0,10.5,14.727272727272728,0.0,0.0,9.0,10.0,7.0,14.142857142857142,0.0,8.9,1.4,3.51,Graduate
1.0,1.0,2.0,9085.0,1.0,1.0,157.0,1.0,3.0,3.0,5.0,2.0,153.9,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,16.571428571428573,0.0,0.0,6.0,6.0,6.0,15.666666666666666,0.0,13.9,-0.3,0.79,Graduate
1.0,1.0,1.0,9500.0,1.0,1.0,150.0,1.0,19.0,1.0,4.0,4.0,137.8,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,10.0,7.0,15.145,0.0,0.0,8.0,8.0,8.0,15.7425,0.0,15.5,2.8,-4.06,Graduate
1.0,17.0,1.0,9500.0,1.0,1.0,148.0,1.0,1.0,37.0,9.0,7.0,143.3,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,13.44285714285714,0.0,0.0,8.0,8.0,8.0,15.075,0.0,13.9,-0.3,0.79,Graduate
1.0,1.0,1.0,9085.0,1.0,1.0,120.0,1.0,37.0,37.0,9.0,1.0,123.2,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,8.0,5.0,14.166666666666666,0.0,0.0,5.0,6.0,4.0,11.75,0.0,9.4,-0.8,-3.12,Graduate
1.0,1.0,1.0,9773.0,1.0,1.0,150.0,1.0,1.0,1.0,4.0,4.0,138.1,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,7.0,6.0,14.0,0.0,0.0,6.0,7.0,5.0,15.0,0.0,11.1,0.6,2.02,Enrolled
1.0,17.0,1.0,9238.0,1.0,1.0,158.0,1.0,1.0,1.0,5.0,6.0,140.5,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,9.0,6.0,11.333333333333334,0.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,10.8,1.4,1.74,Graduate
1.0,1.0,3.5,9500.0,1.0,1.0,145.0,1.0,3.0,19.0,1.0,5.0,130.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,8.0,13.76125,0.0,0.0,8.0,8.0,8.0,13.76125,0.0,9.4,-0.8,-3.12,Graduate
1.0,44.0,1.0,9070.0,1.0,1.0,102.5,1.0,1.0,38.0,4.0,6.0,104.8,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,7.0,9.0,5.0,11.6,0.0,0.0,9.0,9.0,5.0,10.0,0.0,12.4,0.5,1.79,Dropout
1.0,17.0,1.0,8378.5,1.0,1.0,136.0,1.0,37.0,37.0,5.0,8.0,132.5,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,6.0,7.0,4.0,12.75,0.0,0.0,6.0,8.0,5.0,13.0,0.0,13.9,-0.3,0.79,Graduate
1.0,39.0,1.0,9991.0,1.0,1.0,133.1,1.0,1.0,1.0,4.0,2.0,127.7,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,5.0,12.0,4.0,12.5,0.0,0.0,5.0,10.0,4.0,11.0,0.0,13.9,-0.3,0.79,Enrolled
1.0,1.0,1.0,9085.0,1.0,1.0,148.0,1.0,19.0,3.0,4.0,2.0,136.5,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,13.0,6.0,15.307692307692308,0.0,0.0,6.0,9.0,6.0,14.0,0.0,15.5,2.8,-4.06,Graduate
1.0,44.0,1.0,9130.0,1.0,1.0,130.0,1.0,3.0,1.0,4.0,1.0,130.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,12.0,5.0,13.285714285714286,0.0,0.0,6.0,10.0,4.0,12.0,0.0,16.2,0.3,-0.92,Dropout
1.0,39.0,1.0,9500.0,1.0,1.0,130.0,1.0,1.0,1.0,4.0,4.0,160.15000000000003,1.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,7.0,7.0,7.0,14.757142857142856,0.0,0.0,8.0,9.0,8.0,14.077777777777778,0.0,16.2,0.3,-0.92,Graduate
1.0,17.0,3.5,9500.0,1.0,1.0,136.0,1.0,1.0,1.0,4.0,9.0,128.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,12.766666666666666,0.0,0.0,7.0,7.0,6.0,12.766666666666666,0.0,7.6,2.6,0.32,Graduate
1.0,17.0,3.0,9254.0,1.0,1.0,122.0,1.0,1.0,1.0,4.0,4.0,126.6,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,5.0,5.0,10.4,0.0,0.0,6.0,13.0,0.0,6.874999999999999,0.0,10.8,1.4,1.74,Dropout
1.0,17.0,1.0,9556.0,1.0,1.0,140.0,1.0,3.0,3.0,1.0,7.0,131.6,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,7.0,0.0,0.0,7.3999999999999995,0.0,0.0,7.0,0.0,0.0,6.874999999999999,0.0,11.1,0.6,2.02,Dropout
1.0,39.0,1.0,9991.0,1.0,1.0,110.0,1.0,1.0,1.0,3.0,3.0,119.0,0.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,0.0,5.0,10.0,4.0,10.5,0.0,0.0,5.0,6.0,5.0,12.6,0.0,8.9,1.4,3.51,Graduate
1.0,17.0,1.0,9085.0,1.0,1.0,130.0,1.0,37.0,36.0,4.0,16.5,127.6,0.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,5.0,6.0,4.0,14.25,0.0,0.0,5.0,6.0,5.0,13.4,0.0,7.6,2.6,0.32,Graduate
1.0,39.0,1.0,9500.0,1.0,1.0,133.1,1.0,1.0,37.0,9.0,9.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,28.0,0.0,0.0,7.0,11.0,3.0,11.916666666666666,0.0,0.0,7.0,16.0,0.0,6.874999999999999,0.0,16.2,0.3,-0.92,Dropout
1.0,1.0,1.0,9119.0,1.0,1.0,128.0,1.0,38.0,38.0,9.0,7.0,124.5,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,10.0,3.0,10.666666666666666,0.0,0.0,5.0,9.0,2.0,14.0,0.0,7.6,2.6,0.32,Enrolled
1.0,1.0,1.0,9773.0,1.0,1.0,117.0,1.0,1.0,19.0,4.0,4.0,109.3,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,11.0,4.0,12.25,0.0,0.0,6.0,10.0,3.0,12.666666666666666,0.0,7.6,2.6,0.32,Enrolled
1.0,1.0,2.0,9670.0,1.0,1.0,124.0,1.0,19.0,1.0,9.0,4.0,117.7,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,5.0,4.0,12.0,0.0,0.0,5.0,6.0,5.0,11.6,0.0,9.4,-0.8,-3.12,Dropout
1.0,1.0,1.0,9670.0,1.0,1.0,124.0,1.0,2.0,2.0,3.0,3.0,124.7,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,5.0,7.0,3.0,11.0,0.0,0.0,5.0,5.0,4.0,12.75,0.0,7.6,2.6,0.32,Dropout
1.0,17.0,3.0,9070.0,1.0,1.0,128.0,1.0,37.0,37.0,5.0,5.0,124.5,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,14.166666666666666,0.0,0.0,6.0,8.0,5.0,13.0,0.0,10.8,1.4,1.74,Graduate
1.0,1.0,3.5,9070.0,1.0,1.0,125.0,1.0,3.0,3.0,2.0,2.0,140.8,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,6.0,6.0,6.0,14.666666666666666,0.0,0.0,6.0,6.0,6.0,15.0,0.0,9.4,-0.8,-3.12,Graduate
1.0,17.0,3.0,9085.0,1.0,1.0,121.0,1.0,38.0,1.0,9.0,9.0,111.9,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,5.0,11.0,0.0,7.3999999999999995,0.0,0.0,5.0,10.0,5.0,12.285714285714286,0.0,10.8,1.4,1.74,Graduate
1.0,7.0,1.0,9556.0,1.0,1.0,140.0,1.0,3.0,3.0,2.0,2.0,140.0,0.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,0.0,7.0,8.0,3.0,12.666666666666666,0.0,0.0,5.0,5.0,0.0,6.874999999999999,0.0,13.9,-0.3,0.79,Dropout
1.0,1.0,1.0,8378.5,1.0,1.0,124.0,1.0,19.0,1.0,9.0,9.0,121.2,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,7.3999999999999995,0.0,0.0,2.0,0.0,0.0,6.874999999999999,0.0,10.8,1.4,1.74,Enrolled
1.0,43.0,3.5,8378.5,1.0,1.0,136.0,1.0,37.0,37.0,9.0,9.0,123.8,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,7.3999999999999995,0.0,0.0,2.0,0.0,0.0,6.874999999999999,0.0,7.6,2.6,0.32,Dropout
1.0,7.0,1.0,9119.0,1.0,1.0,140.8,1.0,34.0,34.0,0.0,0.0,134.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,7.3999999999999995,0.0,0.0,5.0,0.0,0.0,6.874999999999999,0.0,7.6,2.6,0.32,Dropout
1.0,18.0,3.0,9070.0,1.0,1.0,142.0,1.0,1.0,37.0,4.0,7.0,130.8,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,0.0,0.0,7.3999999999999995,0.0,0.0,6.0,0.0,0.0,6.874999999999999,0.0,12.7,3.7,-1.7,Dropout
1.0,1.0,1.0,9500.0,1.0,1.0,133.0,1.0,37.0,38.0,9.0,9.0,130.2,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,7.0,7.0,7.0,13.7,0.0,0.0,8.0,9.0,8.0,14.022222222222222,0.0,16.2,0.3,-0.92,Graduate
1.0,1.0,1.0,9147.0,1.0,1.0,131.0,1.0,3.0,19.0,3.0,10.0,123.3,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,7.0,5.0,11.8,0.0,0.0,5.0,8.0,4.0,12.4,0.0,16.2,0.3,-0.92,Enrolled
1.0,39.0,1.0,9119.0,1.0,1.0,130.0,1.0,3.0,3.0,3.0,10.0,147.6,0.0,0.0,0.0,1.0,1.0,0.0,31.0,0.0,0.0,5.0,0.0,0.0,7.3999999999999995,0.0,0.0,5.0,0.0,0.0,6.874999999999999,0.0,10.8,1.4,1.74,Dropout
1.0,17.0,1.0,9670.0,1.0,1.0,120.0,1.0,38.0,37.0,9.0,8.0,113.4,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,0.0,6.0,7.0,6.0,13.285714285714286,0.0,8.9,1.4,3.51,Graduate
1.0,17.0,1.0,9070.0,1.0,1.0,141.0,1.0,19.0,38.0,4.0,5.0,133.7,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,6.0,7.0,5.0,11.4,0.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,7.6,2.6,0.32,Graduate
1.0,39.0,1.0,9085.0,1.0,1.0,130.0,1.0,34.0,1.0,0.0,2.0,128.2,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,5.0,5.0,0.0,7.3999999999999995,0.0,0.0,5.0,5.0,0.0,6.874999999999999,0.0,7.6,2.6,0.32,Dropout
1.0,1.0,1.0,9500.0,1.0,1.0,162.5,1.0,1.0,1.0,5.0,5.0,160.15000000000003,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,16.142857142857142,0.0,0.0,8.0,9.0,0.0,6.874999999999999,0.0,16.2,0.3,-0.92,Dropout
1.0,7.0,1.0,9500.0,1.0,1.0,130.0,1.0,37.0,37.0,16.5,16.5,130.0,1.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,8.0,8.0,0.0,7.3999999999999995,0.0,0.0,8.0,8.0,0.0,6.874999999999999,0.0,9.4,-0.8,-3.12,Dropout
1.0,1.0,1.0,9500.0,1.0,1.0,156.0,1.0,38.0,37.0,9.0,9.0,156.3,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,8.0,8.0,8.0,15.63375,0.0,0.0,8.0,8.0,8.0,15.63375,0.0,9.4,-0.8,-3.12,Graduate
1.0,1.0,1.0,9773.0,1.0,1.0,137.0,1.0,1.0,1.0,5.0,5.0,129.3,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,0.0,6.0,6.0,6.0,14.5,0.0,12.7,3.7,-1.7,Graduate
1.0,17.0,3.5,9773.0,1.0,1.0,131.0,1.0,34.0,34.0,0.0,0.0,129.3,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,7.3999999999999995,0.0,0.0,6.0,0.0,0.0,6.874999999999999,0.0,7.6,2.6,0.32,Dropout
1.0,1.0,1.0,9238.0,1.0,1.0,130.0,1.0,38.0,38.0,7.0,7.0,136.3,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,12.5,0.0,0.0,6.0,7.0,6.0,11.5,0.0,10.8,1.4,1.74,Graduate
1.0,39.0,1.0,9670.0,1.0,1.0,133.1,1.0,1.0,19.0,4.0,9.0,140.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,6.0,8.0,6.0,12.285714285714286,0.0,0.0,6.0,6.0,6.0,13.0,0.0,15.5,2.8,-4.06,Graduate
1.0,1.0,1.0,9119.0,1.0,1.0,131.0,1.0,3.0,1.0,4.0,1.0,135.9,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,10.0,2.0,14.0,0.0,0.0,5.0,7.0,3.0,11.0,0.0,7.6,2.6,0.32,Enrolled
1.0,1.0,3.5,8378.5,1.0,1.0,160.0,1.0,1.0,1.0,4.0,4.0,139.7,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,7.3999999999999995,0.0,0.0,2.0,0.0,0.0,6.874999999999999,0.0,12.7,3.7,-1.7,Dropout
1.0,1.0,3.5,9147.0,1.0,1.0,117.0,1.0,1.0,38.0,8.0,9.0,117.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,5.0,4.0,10.75,0.0,0.0,5.0,6.0,4.0,12.25,0.0,12.4,0.5,1.79,Enrolled
1.0,39.0,1.0,9556.0,1.0,1.0,133.1,1.0,19.0,1.0,7.0,10.0,105.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,7.0,14.0,4.0,12.95,0.0,0.0,7.0,11.0,4.0,13.125,0.0,15.5,2.8,-4.06,Dropout
1.0,1.0,3.0,9500.0,1.0,1.0,130.0,1.0,37.0,38.0,9.0,5.0,130.5,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,6.0,12.45,0.0,0.0,7.0,7.0,6.0,12.45,0.0,7.6,2.6,0.32,Graduate
1.0,44.0,1.0,9991.0,1.0,1.0,130.0,1.0,37.0,37.0,9.0,9.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,6.0,12.0,4.0,12.25,0.0,0.0,7.0,9.0,7.0,12.0,0.0,9.4,-0.8,-3.12,Enrolled
1.0,1.0,3.0,9500.0,1.0,1.0,137.0,1.0,19.0,19.0,5.0,4.0,131.5,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,8.0,8.0,8.0,13.38125,0.0,0.0,8.0,8.0,8.0,13.38125,0.0,9.4,-0.8,-3.12,Graduate
1.0,42.0,1.0,9500.0,1.0,1.0,133.1,1.0,3.0,1.0,3.0,10.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,7.0,10.0,5.0,12.16,0.0,0.0,6.0,7.0,5.0,11.34,0.0,12.4,0.5,1.79,Dropout
1.0,44.0,1.0,9085.0,1.0,1.0,140.0,1.0,1.0,3.0,9.0,4.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,6.0,11.0,4.0,12.5,0.0,0.0,6.0,16.0,2.0,11.5,0.0,12.4,0.5,1.79,Enrolled
1.0,17.0,3.5,9238.0,1.0,1.0,140.0,1.0,19.0,37.0,9.0,9.0,130.2,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,12.75,0.0,0.0,6.0,10.0,6.0,12.166666666666666,0.0,12.7,3.7,-1.7,Graduate
1.0,17.0,2.0,9500.0,1.0,1.0,135.0,1.0,1.0,19.0,4.0,10.0,133.5,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,8.0,8.0,8.0,13.3425,0.0,0.0,8.0,8.0,8.0,13.3425,0.0,9.4,-0.8,-3.12,Graduate
1.0,1.0,3.5,9500.0,1.0,1.0,140.0,1.0,38.0,38.0,7.0,7.0,133.2,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,10.0,7.0,14.175,0.0,0.0,8.0,14.0,6.0,13.03125,0.0,15.5,2.8,-4.06,Graduate
1.0,39.0,1.0,9500.0,1.0,1.0,102.5,1.0,37.0,38.0,4.0,4.0,130.0,0.0,0.0,0.0,1.0,1.0,0.0,33.0,0.0,0.0,8.0,16.0,1.0,10.0,0.0,0.0,8.0,16.0,1.0,10.0,0.0,12.7,3.7,-1.7,Enrolled
1.0,39.0,1.0,9119.0,1.0,1.0,160.0,1.0,38.0,37.0,7.0,7.0,129.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,5.0,9.0,0.0,7.3999999999999995,0.0,0.0,5.0,8.0,2.0,14.5,0.0,7.6,2.6,0.32,Dropout
1.0,39.0,1.0,9991.0,1.0,1.0,133.1,1.0,2.0,1.0,2.0,4.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,5.0,7.0,0.0,7.3999999999999995,0.0,0.0,5.0,7.0,0.0,6.874999999999999,0.0,16.2,0.3,-0.92,Dropout
1.0,17.0,1.0,9085.0,1.0,1.0,128.0,1.0,38.0,37.0,9.0,9.0,116.5,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,6.0,5.0,12.0,0.0,0.0,5.0,8.0,5.0,12.142857142857142,0.0,10.8,1.4,1.74,Graduate
1.0,1.0,2.0,9254.0,1.0,1.0,121.0,1.0,37.0,37.0,9.0,9.0,124.2,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,10.571428571428571,0.0,0.0,6.0,9.0,5.0,11.4,0.0,16.2,0.3,-0.92,Graduate
1.0,51.0,1.0,9085.0,1.0,1.0,127.0,1.0,3.0,3.0,2.0,8.0,138.8,1.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,10.0,16.0,10.5,14.153846153846152,0.0,0.0,10.0,16.0,12.0,15.428571428571429,0.0,8.9,1.4,3.51,Graduate
1.0,1.0,1.0,9773.0,1.0,1.0,132.0,1.0,2.0,1.0,9.0,9.0,126.4,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,9.0,6.0,11.166666666666666,0.0,0.0,6.0,11.0,5.0,12.4,0.0,10.8,1.4,1.74,Graduate
1.0,1.0,1.0,8378.5,1.0,1.0,147.0,1.0,19.0,19.0,3.0,10.0,151.9,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,10.0,16.0,10.5,12.0,0.0,0.0,10.0,16.0,12.0,12.666666666666666,0.0,11.1,0.6,2.02,Graduate
1.0,39.0,1.0,9991.0,1.0,1.0,110.0,1.0,37.0,37.0,5.0,1.0,120.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,5.0,11.0,3.0,11.333333333333334,0.0,0.0,5.0,9.0,4.0,12.0,0.0,9.4,-0.8,-3.12,Dropout
1.0,43.0,1.0,9238.0,1.0,1.0,142.0,1.0,34.0,34.0,16.5,16.5,131.9,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,10.0,16.0,10.5,12.588235294117649,0.0,0.0,10.0,14.0,12.0,13.357142857142858,0.0,9.4,-0.8,-3.12,Graduate
1.0,44.0,1.0,9130.0,1.0,1.0,130.0,1.0,38.0,37.0,4.0,9.0,130.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,11.0,4.0,12.0,0.0,0.0,6.0,9.0,4.0,10.75,0.0,16.2,0.3,-0.92,Enrolled
1.0,17.0,1.0,9254.0,1.0,1.0,131.0,1.0,38.0,37.0,4.0,9.0,131.7,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,7.3999999999999995,0.0,0.0,6.0,0.0,0.0,6.874999999999999,0.0,12.7,3.7,-1.7,Dropout
1.0,43.0,1.0,9991.0,1.0,1.0,110.0,1.0,37.0,37.0,9.0,9.0,132.5,0.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,0.0,10.0,13.0,10.5,12.25,0.0,0.0,10.0,13.0,12.0,12.846153846153848,0.0,9.4,-0.8,-3.12,Graduate
1.0,1.0,3.0,9147.0,1.0,1.0,128.0,1.0,3.0,3.0,5.0,10.0,116.5,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,7.0,5.0,11.6,0.0,0.0,5.0,5.0,5.0,12.8,0.0,12.4,0.5,1.79,Graduate
1.0,1.0,1.0,9130.0,1.0,1.0,136.0,1.0,19.0,19.0,16.5,8.0,133.9,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,7.0,4.0,13.0,0.0,0.0,5.0,11.0,3.0,12.0,0.0,10.8,1.4,1.74,Dropout
1.0,39.0,1.0,9119.0,1.0,1.0,120.0,1.0,37.0,38.0,9.0,10.0,145.4,0.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,0.0,5.0,11.0,3.0,10.666666666666666,0.0,0.0,5.0,5.0,2.0,12.5,0.0,16.2,0.3,-0.92,Dropout
1.0,39.0,1.0,8378.5,1.0,1.0,140.0,1.0,37.0,3.0,9.0,10.0,160.15000000000003,0.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,0.0,10.0,16.0,9.0,12.333333333333334,0.0,0.0,10.0,16.0,9.0,11.0,0.0,12.4,0.5,1.79,Enrolled
1.0,1.0,1.0,9147.0,1.0,1.0,118.0,1.0,1.0,1.0,9.0,9.0,111.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,5.0,7.0,2.0,11.0,0.0,0.0,5.0,9.0,3.0,11.428571428571429,0.0,10.8,1.4,1.74,Dropout
1.0,44.0,1.0,9070.0,1.0,1.0,120.0,1.0,2.0,19.0,3.0,8.0,120.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,7.0,10.0,6.0,13.428571428571429,0.0,0.0,9.0,9.0,8.0,13.125,0.0,16.2,0.3,-0.92,Graduate
1.0,1.0,3.5,9500.0,1.0,1.0,151.0,1.0,3.0,1.0,2.0,1.0,129.8,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,8.0,10.0,8.0,13.05375,0.0,0.0,8.0,10.0,8.0,13.05375,0.0,9.4,-0.8,-3.12,Graduate
1.0,1.0,3.5,9500.0,1.0,1.0,130.0,1.0,1.0,3.0,9.0,10.0,118.1,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,7.0,10.0,6.0,12.035714285714286,0.0,0.0,8.0,9.0,7.0,13.75,0.0,13.9,-0.3,0.79,Enrolled
1.0,39.0,1.0,9003.0,1.0,1.0,140.0,1.0,3.0,1.0,5.0,9.0,130.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,0.0,0.0,6.0,6.0,6.0,14.166666666666666,0.0,0.0,6.0,7.0,6.0,13.833333333333334,0.0,11.1,0.6,2.02,Graduate
1.0,39.0,1.0,9070.0,1.0,1.0,133.1,1.0,37.0,37.0,9.0,10.0,126.3,0.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,0.0,6.0,6.0,0.0,7.3999999999999995,0.0,0.0,6.0,8.0,0.0,6.874999999999999,0.0,10.8,1.4,1.74,Dropout
1.0,18.0,1.0,9130.0,1.0,1.0,146.0,1.0,3.0,3.0,5.0,2.0,137.8,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,11.0,5.0,13.6,0.0,0.0,6.0,13.0,3.0,12.666666666666666,0.0,13.9,-0.3,0.79,Dropout
1.0,17.0,3.5,9254.0,1.0,1.0,122.0,1.0,1.0,1.0,4.0,2.0,116.1,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,7.0,5.0,12.2,0.0,0.0,6.0,12.0,2.0,12.0,0.0,7.6,2.6,0.32,Enrolled
1.0,1.0,1.0,9130.0,1.0,1.0,121.0,1.0,3.0,19.0,2.0,9.0,115.4,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,13.714285714285714,0.0,0.0,6.0,7.0,5.0,13.333333333333334,0.0,15.5,2.8,-4.06,Dropout
1.0,43.0,1.0,9773.0,1.0,1.0,127.0,1.0,1.0,1.0,9.0,6.0,110.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,10.0,3.0,11.666666666666666,0.0,0.0,6.0,11.0,2.0,10.0,0.0,16.2,0.3,-0.92,Dropout
1.0,39.0,1.0,9670.0,1.0,1.0,133.1,1.0,37.0,37.0,16.5,16.5,97.4,0.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,0.0,6.0,9.0,1.0,14.0,0.0,0.0,6.0,6.0,0.0,6.874999999999999,0.0,12.7,3.7,-1.7,Dropout
1.0,44.0,1.0,9085.0,1.0,1.0,130.0,1.0,1.0,1.0,4.0,4.0,130.0,1.0,0.0,0.0,1.0,1.0,0.0,26.0,0.0,0.0,6.0,16.0,4.0,12.5,0.0,0.0,6.0,16.0,3.0,10.0,0.0,15.5,2.8,-4.06,Dropout
